"symbol","date","open","high","low","close","volume","adjusted"
"EQIX",2010-01-04,106.519996643066,109.620002746582,106.51000213623,109.559997558594,576300,82.8544769287109
"EQIX",2010-01-05,109.589996337891,109.589996337891,108.379997253418,108.540000915527,681900,82.0831146240234
"EQIX",2010-01-06,108.949996948242,110.569999694824,108.220001220703,109.529998779297,1397500,82.8318099975586
"EQIX",2010-01-07,109.25,110.349998474121,106.639999389648,107.290000915527,797200,81.137809753418
"EQIX",2010-01-08,106.800003051758,107.279998779297,105.900001525879,106.769996643066,432400,80.7445678710938
"EQIX",2010-01-11,106.970001220703,108.150001525879,106.699996948242,107.650001525879,568400,81.4100494384766
"EQIX",2010-01-12,106.599998474121,107.650001525879,102.959999084473,103.290000915527,948100,78.1128158569336
"EQIX",2010-01-13,102.25,104.360000610352,102.25,103.080001831055,704100,77.9539947509766
"EQIX",2010-01-14,103.319999694824,104.769996643066,103.319999694824,104.120002746582,954700,78.7405014038086
"EQIX",2010-01-15,104.379997253418,104.480003356934,101.550003051758,102.110000610352,814600,77.2204360961914
"EQIX",2010-01-19,102.690002441406,104.160003662109,101.599998474121,103.930000305176,616400,78.5968170166016
"EQIX",2010-01-20,102.849998474121,104.029998779297,101.970001220703,103.449996948242,411500,78.2338104248047
"EQIX",2010-01-21,103.190002441406,106.26000213623,103.120002746582,103.370002746582,788700,78.1733245849609
"EQIX",2010-01-22,103.199996948242,104.26000213623,98.6699981689453,99.0199966430664,1259200,74.8836364746094
"EQIX",2010-01-25,99.7600021362305,101.099998474121,99.0999984741211,100.089996337891,550500,75.6928253173828
"EQIX",2010-01-26,99.4000015258789,100.190002441406,98.7699966430664,99.4599990844727,657900,75.2163925170898
"EQIX",2010-01-27,98.9000015258789,99.5800018310547,97.8199996948242,99.25,713500,75.0575866699219
"EQIX",2010-01-28,99.1699981689453,99.1699981689453,95.8600006103516,97.7600021362305,380100,73.9307632446289
"EQIX",2010-01-29,98.120002746582,99.7099990844727,96,96.2300033569336,715000,72.7737045288086
"EQIX",2010-02-01,96.6900024414062,97.8199996948242,95.3000030517578,95.8499984741211,1243200,72.486328125
"EQIX",2010-02-02,95.9100036621094,97.2399978637695,94.6800003051758,96.5800018310547,1431100,73.0384063720703
"EQIX",2010-02-03,96.5199966430664,97.2900009155273,95.2799987792969,96,737000,72.5997619628906
"EQIX",2010-02-04,95.3300018310547,95.75,92.5500030517578,92.7200012207031,997600,70.1193008422852
"EQIX",2010-02-05,92.879997253418,93.120002746582,90.4899978637695,92.9899978637695,877000,70.3234710693359
"EQIX",2010-02-08,92.9899978637695,93.379997253418,91.7600021362305,91.7600021362305,633300,69.3932876586914
"EQIX",2010-02-09,92.9700012207031,93.5999984741211,91.5800018310547,93.0100021362305,994900,70.3385772705078
"EQIX",2010-02-10,92.7300033569336,94.3099975585938,92.4000015258789,93.0100021362305,1237200,70.3385772705078
"EQIX",2010-02-11,93.2300033569336,95.7300033569336,91.1699981689453,95.2300033569336,2107900,72.0174407958984
"EQIX",2010-02-12,94.5100021362305,95.9199981689453,93.1999969482422,95.8899993896484,934600,72.5165863037109
"EQIX",2010-02-16,95.9800033569336,96.1100006103516,94.6800003051758,95.7600021362305,753400,72.4182815551758
"EQIX",2010-02-17,95.8300018310547,96.25,94.8600006103516,96.1800003051758,502500,72.7358779907227
"EQIX",2010-02-18,95.4199981689453,96.5299987792969,94.3199996948242,95.0299987792969,560000,71.8662033081055
"EQIX",2010-02-19,94.5800018310547,95.4599990844727,94.5,95.0100021362305,492000,71.8511047363281
"EQIX",2010-02-22,94.8399963378906,94.9800033569336,93.7200012207031,94.5100021362305,535400,71.4729614257812
"EQIX",2010-02-23,94.0999984741211,94.8099975585938,93.129997253418,93.2300033569336,827100,70.5049514770508
"EQIX",2010-02-24,93.7200012207031,94.9000015258789,93.3399963378906,94.8300018310547,554400,71.714958190918
"EQIX",2010-02-25,93.8199996948242,94.3899993896484,92.6999969482422,94.3300018310547,862400,71.3368301391602
"EQIX",2010-02-26,94.5599975585938,94.5599975585938,93.5899963378906,94.4700012207031,642000,71.4426956176758
"EQIX",2010-03-01,94.9899978637695,97.9100036621094,94.4800033569336,97.8000030517578,835300,73.9610290527344
"EQIX",2010-03-02,97.8600006103516,99.0699996948242,97.4499969482422,98.2099990844727,609800,74.2710723876953
"EQIX",2010-03-03,98.1800003051758,98.7699966430664,96.9800033569336,97.129997253418,612300,73.4543304443359
"EQIX",2010-03-04,97.0800018310547,99,96.9700012207031,98.75,505000,74.6794509887695
"EQIX",2010-03-05,98.9800033569336,103.190002441406,98.370002746582,102.73999786377,1460100,77.6968841552734
"EQIX",2010-03-08,103.080001831055,104.230003356934,102.400001525879,102.620002746582,841800,77.6061325073242
"EQIX",2010-03-09,102.559997558594,102.809997558594,101.5,102.300003051758,519400,77.3641510009766
"EQIX",2010-03-10,102.029998779297,103.51000213623,101.389999389648,103.059997558594,785900,77.9389038085938
"EQIX",2010-03-11,102.720001220703,104.440002441406,102.410003662109,104.440002441406,552700,78.9824981689453
"EQIX",2010-03-12,104.540000915527,105.099998474121,103.830001831055,104.160003662109,527000,78.7707595825195
"EQIX",2010-03-15,103.819999694824,104.73999786377,101.730003356934,102.059997558594,794400,77.1826019287109
"EQIX",2010-03-16,101.73999786377,102.629997253418,101.349998474121,102.01000213623,455200,77.1448059082031
"EQIX",2010-03-17,102.339996337891,105.23999786377,102.319999694824,104.459999084473,614800,78.9976348876953
"EQIX",2010-03-18,104.800003051758,104.949996948242,103.470001220703,103.870002746582,353200,78.5514526367188
"EQIX",2010-03-19,104.220001220703,104.589996337891,102.209999084473,102.690002441406,573100,77.6590957641602
"EQIX",2010-03-22,102.300003051758,102.599998474121,101.139999389648,101.949996948242,930400,77.0994415283203
"EQIX",2010-03-23,101.830001831055,102.720001220703,100.819999694824,102.01000213623,1527000,77.1448059082031
"EQIX",2010-03-24,101.209999084473,102.48999786377,99.5299987792969,100.089996337891,1484000,75.6928253173828
"EQIX",2010-03-25,100.919998168945,100.919998168945,98.8399963378906,98.9499969482422,953700,74.8307113647461
"EQIX",2010-03-26,99.2900009155273,99.2900009155273,96.1900024414062,96.4499969482422,1181700,72.9400787353516
"EQIX",2010-03-29,96.5199966430664,98.1600036621094,96.1800003051758,97.0899963378906,955000,73.424072265625
"EQIX",2010-03-30,97.3199996948242,98.3499984741211,97.2399978637695,97.9700012207031,539600,74.0895767211914
